,YearSchluessel,Year,Stadt-/Landkreis,Gesamtbetrag der Einkünfte je Steuerpflichtigen in Tsd. EUR,LAND_NAME,LAND_ABK
3401,201303401,2013,Delmenhorst,28.8,Niedersachsen,NI
3401,201403401,2014,Delmenhorst,29.5,Niedersachsen,NI
3402,199503402,1995,Emden,27.6,Niedersachsen,NI
3402,199803402,1998,Emden,28.6,Niedersachsen,NI
3402,200103402,2001,Emden,30.0,Niedersachsen,NI
3402,200403402,2004,Emden,27.200000000000003,Niedersachsen,NI
3402,200703402,2007,Emden,26.3,Niedersachsen,NI
3402,201003402,2010,Emden,27.6,Niedersachsen,NI
3402,201303402,2013,Emden,30.5,Niedersachsen,NI
3402,201403402,2014,Emden,31.5,Niedersachsen,NI
3403,199503403,1995,Oldenburg,29.8,Niedersachsen,NI
3403,199803403,1998,Oldenburg,31.6,Niedersachsen,NI
3403,200103403,2001,Oldenburg,32.800000000000004,Niedersachsen,NI
3403,200403403,2004,Oldenburg,29.700000000000003,Niedersachsen,NI
3403,200703403,2007,Oldenburg,30.3,Niedersachsen,NI
3403,201003403,2010,Oldenburg,31.900000000000002,Niedersachsen,NI
3403,201303403,2013,Oldenburg,35.5,Niedersachsen,NI
3403,201403403,2014,Oldenburg,36.1,Niedersachsen,NI
3404,199503404,1995,Osnabrück,31.0,Niedersachsen,NI
3404,199803404,1998,Osnabrück,31.700000000000003,Niedersachsen,NI
3404,200103404,2001,Osnabrück,32.0,Niedersachsen,NI
3404,200403404,2004,Osnabrück,28.3,Niedersachsen,NI
3404,200703404,2007,Osnabrück,29.900000000000002,Niedersachsen,NI
3404,201003404,2010,Osnabrück,30.900000000000002,Niedersachsen,NI
3404,201303404,2013,Osnabrück,34.300000000000004,Niedersachsen,NI
3404,201403404,2014,Osnabrück,35.6,Niedersachsen,NI
3405,199503405,1995,Wilhelmshaven,26.400000000000002,Niedersachsen,NI
3405,199803405,1998,Wilhelmshaven,27.6,Niedersachsen,NI
3405,200103405,2001,Wilhelmshaven,27.900000000000002,Niedersachsen,NI
3405,200403405,2004,Wilhelmshaven,25.3,Niedersachsen,NI
3405,200703405,2007,Wilhelmshaven,25.8,Niedersachsen,NI
3405,201003405,2010,Wilhelmshaven,27.400000000000002,Niedersachsen,NI
3405,201303405,2013,Wilhelmshaven,28.1,Niedersachsen,NI
3405,201403405,2014,Wilhelmshaven,28.5,Niedersachsen,NI
3451,199503451,1995,Landkreis Ammerland,30.6,Niedersachsen,NI
3451,199803451,1998,Landkreis Ammerland,33.2,Niedersachsen,NI
3451,200103451,2001,Landkreis Ammerland,34.2,Niedersachsen,NI
3451,200403451,2004,Landkreis Ammerland,31.0,Niedersachsen,NI
3451,200703451,2007,Landkreis Ammerland,31.900000000000002,Niedersachsen,NI
3451,201003451,2010,Landkreis Ammerland,33.2,Niedersachsen,NI
3451,201303451,2013,Landkreis Ammerland,35.9,Niedersachsen,NI
3451,201403451,2014,Landkreis Ammerland,37.1,Niedersachsen,NI
3452,199503452,1995,Landkreis Aurich,26.6,Niedersachsen,NI
3452,199803452,1998,Landkreis Aurich,27.400000000000002,Niedersachsen,NI
3452,200103452,2001,Landkreis Aurich,28.900000000000002,Niedersachsen,NI
3452,200403452,2004,Landkreis Aurich,26.1,Niedersachsen,NI
3452,200703452,2007,Landkreis Aurich,26.6,Niedersachsen,NI
3452,201003452,2010,Landkreis Aurich,27.400000000000002,Niedersachsen,NI
3452,201303452,2013,Landkreis Aurich,30.900000000000002,Niedersachsen,NI
3452,201403452,2014,Landkreis Aurich,31.900000000000002,Niedersachsen,NI
3453,199503453,1995,Landkreis Cloppenburg,27.3,Niedersachsen,NI
3453,199803453,1998,Landkreis Cloppenburg,32.1,Niedersachsen,NI
3453,200103453,2001,Landkreis Cloppenburg,29.900000000000002,Niedersachsen,NI
3453,200403453,2004,Landkreis Cloppenburg,27.900000000000002,Niedersachsen,NI
3453,200703453,2007,Landkreis Cloppenburg,28.0,Niedersachsen,NI
3453,201003453,2010,Landkreis Cloppenburg,28.700000000000003,Niedersachsen,NI
3453,201303453,2013,Landkreis Cloppenburg,31.900000000000002,Niedersachsen,NI
3453,201403453,2014,Landkreis Cloppenburg,33.1,Niedersachsen,NI
3454,199503454,1995,Landkreis Emsland,27.900000000000002,Niedersachsen,NI
3454,199803454,1998,Landkreis Emsland,28.700000000000003,Niedersachsen,NI
3454,200103454,2001,Landkreis Emsland,30.400000000000002,Niedersachsen,NI
3454,200403454,2004,Landkreis Emsland,28.1,Niedersachsen,NI
3454,200703454,2007,Landkreis Emsland,29.3,Niedersachsen,NI
3454,201003454,2010,Landkreis Emsland,30.200000000000003,Niedersachsen,NI
3454,201303454,2013,Landkreis Emsland,33.9,Niedersachsen,NI
3454,201403454,2014,Landkreis Emsland,35.2,Niedersachsen,NI
3455,199503455,1995,Landkreis Friesland,28.1,Niedersachsen,NI
3455,199803455,1998,Landkreis Friesland,29.3,Niedersachsen,NI
3455,200103455,2001,Landkreis Friesland,30.1,Niedersachsen,NI
3455,200403455,2004,Landkreis Friesland,27.0,Niedersachsen,NI
3455,200703455,2007,Landkreis Friesland,28.0,Niedersachsen,NI
3455,201003455,2010,Landkreis Friesland,28.700000000000003,Niedersachsen,NI
3455,201303455,2013,Landkreis Friesland,32.0,Niedersachsen,NI
3455,201403455,2014,Landkreis Friesland,32.9,Niedersachsen,NI
3456,199503456,1995,Landkreis Grafschaft Bentheim,28.8,Niedersachsen,NI
3456,199803456,1998,Landkreis Grafschaft Bentheim,29.200000000000003,Niedersachsen,NI
3456,200103456,2001,Landkreis Grafschaft Bentheim,29.0,Niedersachsen,NI
3456,200403456,2004,Landkreis Grafschaft Bentheim,27.3,Niedersachsen,NI
3456,200703456,2007,Landkreis Grafschaft Bentheim,27.5,Niedersachsen,NI
3456,201003456,2010,Landkreis Grafschaft Bentheim,28.6,Niedersachsen,NI
3456,201303456,2013,Landkreis Grafschaft Bentheim,32.1,Niedersachsen,NI
3456,201403456,2014,Landkreis Grafschaft Bentheim,32.9,Niedersachsen,NI
3457,199503457,1995,Landkreis Leer,26.1,Niedersachsen,NI
3457,199803457,1998,Landkreis Leer,26.6,Niedersachsen,NI
3457,200103457,2001,Landkreis Leer,27.700000000000003,Niedersachsen,NI
3457,200403457,2004,Landkreis Leer,26.1,Niedersachsen,NI
3457,200703457,2007,Landkreis Leer,27.200000000000003,Niedersachsen,NI
3457,201003457,2010,Landkreis Leer,27.400000000000002,Niedersachsen,NI
3457,201303457,2013,Landkreis Leer,30.6,Niedersachsen,NI
3457,201403457,2014,Landkreis Leer,31.200000000000003,Niedersachsen,NI
3458,199503458,1995,Landkreis Oldenburg (Land),31.200000000000003,Niedersachsen,NI
3458,199803458,1998,Landkreis Oldenburg (Land),33.2,Niedersachsen,NI
3458,200103458,2001,Landkreis Oldenburg (Land),35.2,Niedersachsen,NI
3458,200403458,2004,Landkreis Oldenburg (Land),31.400000000000002,Niedersachsen,NI
3458,200703458,2007,Landkreis Oldenburg (Land),32.6,Niedersachsen,NI
3458,201003458,2010,Landkreis Oldenburg (Land),34.0,Niedersachsen,NI
3458,201303458,2013,Landkreis Oldenburg (Land),37.0,Niedersachsen,NI
3458,201403458,2014,Landkreis Oldenburg (Land),37.9,Niedersachsen,NI
3459,199503459,1995,Landkreis Osnabrück (Land),30.200000000000003,Niedersachsen,NI
3459,199803459,1998,Landkreis Osnabrück (Land),31.0,Niedersachsen,NI
3459,200103459,2001,Landkreis Osnabrück (Land),33.1,Niedersachsen,NI
3459,200403459,2004,Landkreis Osnabrück (Land),29.3,Niedersachsen,NI
3459,200703459,2007,Landkreis Osnabrück (Land),30.6,Niedersachsen,NI
3459,201003459,2010,Landkreis Osnabrück (Land),31.200000000000003,Niedersachsen,NI
3459,201303459,2013,Landkreis Osnabrück (Land),34.9,Niedersachsen,NI
3459,201403459,2014,Landkreis Osnabrück (Land),35.7,Niedersachsen,NI
3460,199503460,1995,Landkreis Vechta,30.700000000000003,Niedersachsen,NI
3460,199803460,1998,Landkreis Vechta,32.0,Niedersachsen,NI
3460,200103460,2001,Landkreis Vechta,35.1,Niedersachsen,NI
3460,200403460,2004,Landkreis Vechta,31.700000000000003,Niedersachsen,NI
3460,200703460,2007,Landkreis Vechta,32.6,Niedersachsen,NI
3460,201003460,2010,Landkreis Vechta,33.6,Niedersachsen,NI
3460,201303460,2013,Landkreis Vechta,36.4,Niedersachsen,NI
3460,201403460,2014,Landkreis Vechta,37.0,Niedersachsen,NI
3461,199503461,1995,Landkreis Wesermarsch,28.1,Niedersachsen,NI
3461,199803461,1998,Landkreis Wesermarsch,28.400000000000002,Niedersachsen,NI
3461,200103461,2001,Landkreis Wesermarsch,30.700000000000003,Niedersachsen,NI
3461,200403461,2004,Landkreis Wesermarsch,26.6,Niedersachsen,NI
3461,200703461,2007,Landkreis Wesermarsch,28.0,Niedersachsen,NI
3461,201003461,2010,Landkreis Wesermarsch,28.900000000000002,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,32.0,Niedersachsen,NI
3461,201403461,2014,Landkreis Wesermarsch,32.6,Niedersachsen,NI
3462,199503462,1995,Landkreis Wittmund,24.400000000000002,Niedersachsen,NI
3462,199803462,1998,Landkreis Wittmund,24.1,Niedersachsen,NI
3462,200103462,2001,Landkreis Wittmund,26.0,Niedersachsen,NI
3462,200403462,2004,Landkreis Wittmund,24.5,Niedersachsen,NI
3462,200703462,2007,Landkreis Wittmund,26.200000000000003,Niedersachsen,NI
3462,201003462,2010,Landkreis Wittmund,26.700000000000003,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,30.5,Niedersachsen,NI
3462,201403462,2014,Landkreis Wittmund,31.1,Niedersachsen,NI
4011,199504011,1995,Bremen,30.700000000000003,Bremen,HB
4011,199804011,1998,Bremen,33.6,Bremen,HB
4011,200104011,2001,Bremen,33.4,Bremen,HB
4011,200404011,2004,Bremen,27.3,Bremen,HB
4011,200704011,2007,Bremen,29.8,Bremen,HB
4011,201004011,2010,Bremen,30.200000000000003,Bremen,HB
4011,201304011,2013,Bremen,33.0,Bremen,HB
4011,201404011,2014,Bremen,33.9,Bremen,HB
4012,199504012,1995,Bremerhaven,26.5,Bremen,HB
4012,199804012,1998,Bremerhaven,27.6,Bremen,HB
4012,200104012,2001,Bremerhaven,27.900000000000002,Bremen,HB
4012,200404012,2004,Bremerhaven,22.8,Bremen,HB
4012,200704012,2007,Bremerhaven,23.8,Bremen,HB
4012,201004012,2010,Bremerhaven,23.700000000000003,Bremen,HB
4012,201304012,2013,Bremerhaven,26.6,Bremen,HB
4012,201404012,2014,Bremerhaven,27.200000000000003,Bremen,HB
5111,199505111,1995,Düsseldorf,36.1,Nordrhein-Westfalen,NW
5111,199805111,1998,Düsseldorf,39.0,Nordrhein-Westfalen,NW
5111,200105111,2001,Düsseldorf,41.400000000000006,Nordrhein-Westfalen,NW
5111,200405111,2004,Düsseldorf,35.5,Nordrhein-Westfalen,NW
5111,200705111,2007,Düsseldorf,39.1,Nordrhein-Westfalen,NW
5111,201005111,2010,Düsseldorf,40.300000000000004,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,44.5,Nordrhein-Westfalen,NW
5111,201405111,2014,Düsseldorf,45.400000000000006,Nordrhein-Westfalen,NW
5112,199505112,1995,Duisburg,27.8,Nordrhein-Westfalen,NW
5112,199805112,1998,Duisburg,28.3,Nordrhein-Westfalen,NW
5112,200105112,2001,Duisburg,27.1,Nordrhein-Westfalen,NW
5112,200405112,2004,Duisburg,24.3,Nordrhein-Westfalen,NW
5112,200705112,2007,Duisburg,25.3,Nordrhein-Westfalen,NW
5112,201005112,2010,Duisburg,25.6,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,28.1,Nordrhein-Westfalen,NW
5112,201405112,2014,Duisburg,28.900000000000002,Nordrhein-Westfalen,NW
5113,199505113,1995,Essen,33.7,Nordrhein-Westfalen,NW
5113,199805113,1998,Essen,35.800000000000004,Nordrhein-Westfalen,NW
5113,200105113,2001,Essen,35.4,Nordrhein-Westfalen,NW
5113,200405113,2004,Essen,30.900000000000002,Nordrhein-Westfalen,NW
5113,200705113,2007,Essen,32.7,Nordrhein-Westfalen,NW
5113,201005113,2010,Essen,32.7,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,35.5,Nordrhein-Westfalen,NW
5113,201405113,2014,Essen,36.7,Nordrhein-Westfalen,NW
5114,199505114,1995,Krefeld,33.1,Nordrhein-Westfalen,NW
5114,199805114,1998,Krefeld,34.9,Nordrhein-Westfalen,NW
5114,200105114,2001,Krefeld,35.1,Nordrhein-Westfalen,NW
5114,200405114,2004,Krefeld,31.0,Nordrhein-Westfalen,NW
5114,200705114,2007,Krefeld,32.4,Nordrhein-Westfalen,NW
5114,201005114,2010,Krefeld,32.5,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,35.4,Nordrhein-Westfalen,NW
5114,201405114,2014,Krefeld,36.4,Nordrhein-Westfalen,NW
5116,199505116,1995,Mönchengladbach,32.2,Nordrhein-Westfalen,NW
5116,199805116,1998,Mönchengladbach,33.300000000000004,Nordrhein-Westfalen,NW
5116,200105116,2001,Mönchengladbach,34.300000000000004,Nordrhein-Westfalen,NW
5116,200405116,2004,Mönchengladbach,30.1,Nordrhein-Westfalen,NW
5116,200705116,2007,Mönchengladbach,31.0,Nordrhein-Westfalen,NW
5116,201005116,2010,Mönchengladbach,31.3,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,33.5,Nordrhein-Westfalen,NW
5116,201405116,2014,Mönchengladbach,34.5,Nordrhein-Westfalen,NW
5117,199505117,1995,Mülheim an der Ruhr,34.4,Nordrhein-Westfalen,NW
5117,199805117,1998,Mülheim an der Ruhr,35.5,Nordrhein-Westfalen,NW
5117,200105117,2001,Mülheim an der Ruhr,36.0,Nordrhein-Westfalen,NW
5117,200405117,2004,Mülheim an der Ruhr,32.9,Nordrhein-Westfalen,NW
5117,200705117,2007,Mülheim an der Ruhr,36.4,Nordrhein-Westfalen,NW
5117,201005117,2010,Mülheim an der Ruhr,35.6,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,38.800000000000004,Nordrhein-Westfalen,NW
5117,201405117,2014,Mülheim an der Ruhr,40.400000000000006,Nordrhein-Westfalen,NW
5119,199505119,1995,Oberhausen,28.700000000000003,Nordrhein-Westfalen,NW
5119,199805119,1998,Oberhausen,29.900000000000002,Nordrhein-Westfalen,NW
5119,200105119,2001,Oberhausen,30.0,Nordrhein-Westfalen,NW
5119,200405119,2004,Oberhausen,26.400000000000002,Nordrhein-Westfalen,NW
5119,200705119,2007,Oberhausen,27.6,Nordrhein-Westfalen,NW
5119,201005119,2010,Oberhausen,28.3,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,30.6,Nordrhein-Westfalen,NW
5119,201405119,2014,Oberhausen,31.700000000000003,Nordrhein-Westfalen,NW
5120,199505120,1995,Remscheid,33.7,Nordrhein-Westfalen,NW
5120,199805120,1998,Remscheid,34.6,Nordrhein-Westfalen,NW
5120,200105120,2001,Remscheid,35.1,Nordrhein-Westfalen,NW
5120,200405120,2004,Remscheid,30.900000000000002,Nordrhein-Westfalen,NW
5120,200705120,2007,Remscheid,31.900000000000002,Nordrhein-Westfalen,NW
5120,201005120,2010,Remscheid,30.700000000000003,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,33.9,Nordrhein-Westfalen,NW
5120,201405120,2014,Remscheid,35.2,Nordrhein-Westfalen,NW
5122,199505122,1995,Solingen,33.2,Nordrhein-Westfalen,NW
5122,199805122,1998,Solingen,33.7,Nordrhein-Westfalen,NW
5122,200105122,2001,Solingen,36.2,Nordrhein-Westfalen,NW
5122,200405122,2004,Solingen,31.900000000000002,Nordrhein-Westfalen,NW
5122,200705122,2007,Solingen,32.9,Nordrhein-Westfalen,NW
5122,201005122,2010,Solingen,33.5,Nordrhein-Westfalen,NW
5122,201305122,2013,Solingen,36.7,Nordrhein-Westfalen,NW
5122,201405122,2014,Solingen,37.6,Nordrhein-Westfalen,NW
5124,199505124,1995,Wuppertal,32.0,Nordrhein-Westfalen,NW
5124,199805124,1998,Wuppertal,33.0,Nordrhein-Westfalen,NW
5124,200105124,2001,Wuppertal,33.9,Nordrhein-Westfalen,NW
5124,200405124,2004,Wuppertal,29.900000000000002,Nordrhein-Westfalen,NW
5124,200705124,2007,Wuppertal,31.200000000000003,Nordrhein-Westfalen,NW
5124,201005124,2010,Wuppertal,31.0,Nordrhein-Westfalen,NW
5124,201305124,2013,Wuppertal,33.9,Nordrhein-Westfalen,NW
5124,201405124,2014,Wuppertal,34.9,Nordrhein-Westfalen,NW
5154,199505154,1995,Kreis Kleve,31.200000000000003,Nordrhein-Westfalen,NW
5154,199805154,1998,Kreis Kleve,32.7,Nordrhein-Westfalen,NW
5154,200105154,2001,Kreis Kleve,34.4,Nordrhein-Westfalen,NW
5154,200405154,2004,Kreis Kleve,30.200000000000003,Nordrhein-Westfalen,NW
5154,200705154,2007,Kreis Kleve,30.200000000000003,Nordrhein-Westfalen,NW
5154,201005154,2010,Kreis Kleve,30.700000000000003,Nordrhein-Westfalen,NW
5154,201305154,2013,Kreis Kleve,33.4,Nordrhein-Westfalen,NW
5154,201405154,2014,Kreis Kleve,34.2,Nordrhein-Westfalen,NW
5158,199505158,1995,Kreis Mettmann,36.9,Nordrhein-Westfalen,NW
5158,199805158,1998,Kreis Mettmann,39.400000000000006,Nordrhein-Westfalen,NW
5158,200105158,2001,Kreis Mettmann,41.300000000000004,Nordrhein-Westfalen,NW
5158,200405158,2004,Kreis Mettmann,35.7,Nordrhein-Westfalen,NW
5158,200705158,2007,Kreis Mettmann,37.4,Nordrhein-Westfalen,NW
5158,201005158,2010,Kreis Mettmann,37.300000000000004,Nordrhein-Westfalen,NW
5158,201305158,2013,Kreis Mettmann,40.7,Nordrhein-Westfalen,NW
5158,201405158,2014,Kreis Mettmann,41.5,Nordrhein-Westfalen,NW
5162,199505162,1995,Rhein-Kreis Neuss,36.7,Nordrhein-Westfalen,NW
5162,199805162,1998,Rhein-Kreis Neuss,39.0,Nordrhein-Westfalen,NW
5162,200105162,2001,Rhein-Kreis Neuss,40.900000000000006,Nordrhein-Westfalen,NW
5162,200405162,2004,Rhein-Kreis Neuss,35.7,Nordrhein-Westfalen,NW
5162,200705162,2007,Rhein-Kreis Neuss,38.1,Nordrhein-Westfalen,NW
5162,201005162,2010,Rhein-Kreis Neuss,38.0,Nordrhein-Westfalen,NW
5162,201305162,2013,Rhein-Kreis Neuss,41.800000000000004,Nordrhein-Westfalen,NW
5162,201405162,2014,Rhein-Kreis Neuss,43.1,Nordrhein-Westfalen,NW
5166,199505166,1995,Kreis Viersen,33.1,Nordrhein-Westfalen,NW
5166,199805166,1998,Kreis Viersen,36.1,Nordrhein-Westfalen,NW
5166,200105166,2001,Kreis Viersen,36.1,Nordrhein-Westfalen,NW
5166,200405166,2004,Kreis Viersen,32.4,Nordrhein-Westfalen,NW
5166,200705166,2007,Kreis Viersen,33.800000000000004,Nordrhein-Westfalen,NW
5166,201005166,2010,Kreis Viersen,34.4,Nordrhein-Westfalen,NW
5166,201305166,2013,Kreis Viersen,37.4,Nordrhein-Westfalen,NW
5166,201405166,2014,Kreis Viersen,38.5,Nordrhein-Westfalen,NW
5170,199505170,1995,Kreis Wesel,32.1,Nordrhein-Westfalen,NW
5170,199805170,1998,Kreis Wesel,33.6,Nordrhein-Westfalen,NW
5170,200105170,2001,Kreis Wesel,34.4,Nordrhein-Westfalen,NW
5170,200405170,2004,Kreis Wesel,31.200000000000003,Nordrhein-Westfalen,NW
5170,200705170,2007,Kreis Wesel,32.6,Nordrhein-Westfalen,NW
5170,201005170,2010,Kreis Wesel,32.9,Nordrhein-Westfalen,NW
5170,201305170,2013,Kreis Wesel,35.800000000000004,Nordrhein-Westfalen,NW
5170,201405170,2014,Kreis Wesel,36.800000000000004,Nordrhein-Westfalen,NW
5314,199505314,1995,Bonn,35.300000000000004,Nordrhein-Westfalen,NW
5314,199805314,1998,Bonn,38.300000000000004,Nordrhein-Westfalen,NW
5314,200105314,2001,Bonn,39.900000000000006,Nordrhein-Westfalen,NW
5314,200405314,2004,Bonn,36.0,Nordrhein-Westfalen,NW
5314,200705314,2007,Bonn,38.1,Nordrhein-Westfalen,NW
5314,201005314,2010,Bonn,39.6,Nordrhein-Westfalen,NW
5314,201305314,2013,Bonn,42.400000000000006,Nordrhein-Westfalen,NW
5314,201405314,2014,Bonn,43.900000000000006,Nordrhein-Westfalen,NW
5315,199505315,1995,Köln,32.6,Nordrhein-Westfalen,NW
5315,199805315,1998,Köln,35.4,Nordrhein-Westfalen,NW
5315,200105315,2001,Köln,36.7,Nordrhein-Westfalen,NW
5315,200405315,2004,Köln,32.0,Nordrhein-Westfalen,NW
5315,200705315,2007,Köln,34.1,Nordrhein-Westfalen,NW
5315,201005315,2010,Köln,34.9,Nordrhein-Westfalen,NW
5315,201305315,2013,Köln,38.2,Nordrhein-Westfalen,NW
5315,201405315,2014,Köln,39.5,Nordrhein-Westfalen,NW
5316,199505316,1995,Leverkusen,31.700000000000003,Nordrhein-Westfalen,NW
5316,199805316,1998,Leverkusen,31.700000000000003,Nordrhein-Westfalen,NW
5316,200105316,2001,Leverkusen,34.2,Nordrhein-Westfalen,NW
5316,200405316,2004,Leverkusen,28.6,Nordrhein-Westfalen,NW
5316,200705316,2007,Leverkusen,30.700000000000003,Nordrhein-Westfalen,NW
5316,201005316,2010,Leverkusen,30.900000000000002,Nordrhein-Westfalen,NW
5316,201305316,2013,Leverkusen,34.7,Nordrhein-Westfalen,NW
5316,201405316,2014,Leverkusen,35.4,Nordrhein-Westfalen,NW
5334,199505334,1995,Aachen,,Nordrhein-Westfalen,NW
5334,199805334,1998,Aachen,,Nordrhein-Westfalen,NW
5334,200105334,2001,Aachen,,Nordrhein-Westfalen,NW
5334,200405334,2004,Aachen,,Nordrhein-Westfalen,NW
5334,200705334,2007,Aachen,31.6,Nordrhein-Westfalen,NW
5334,201005334,2010,Aachen,32.1,Nordrhein-Westfalen,NW
5334,201305334,2013,Aachen,34.7,Nordrhein-Westfalen,NW
5334,201405334,2014,Aachen,35.800000000000004,Nordrhein-Westfalen,NW
5354,199505354,1995,Kreis Aachen,30.700000000000003,Nordrhein-Westfalen,NW
5354,199805354,1998,Kreis Aachen,31.8,Nordrhein-Westfalen,NW
5354,200105354,2001,Kreis Aachen,33.6,Nordrhein-Westfalen,NW
5354,200405354,2004,Kreis Aachen,29.6,Nordrhein-Westfalen,NW
5354,200705354,2007,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201005354,2010,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201305354,2013,Kreis Aachen,,Nordrhein-Westfalen,NW
5354,201405354,2014,Kreis Aachen,,Nordrhein-Westfalen,NW
5358,199505358,1995,Kreis Düren,31.6,Nordrhein-Westfalen,NW
5358,199805358,1998,Kreis Düren,33.300000000000004,Nordrhein-Westfalen,NW
5358,200105358,2001,Kreis Düren,35.0,Nordrhein-Westfalen,NW
5358,200405358,2004,Kreis Düren,31.200000000000003,Nordrhein-Westfalen,NW
5358,200705358,2007,Kreis Düren,31.700000000000003,Nordrhein-Westfalen,NW
5358,201005358,2010,Kreis Düren,32.1,Nordrhein-Westfalen,NW
5358,201305358,2013,Kreis Düren,34.7,Nordrhein-Westfalen,NW
5358,201405358,2014,Kreis Düren,35.800000000000004,Nordrhein-Westfalen,NW
5362,199505362,1995,Rhein-Erft-Kreis,34.2,Nordrhein-Westfalen,NW
5362,199805362,1998,Rhein-Erft-Kreis,35.800000000000004,Nordrhein-Westfalen,NW
5362,200105362,2001,Rhein-Erft-Kreis,38.0,Nordrhein-Westfalen,NW
5362,200405362,2004,Rhein-Erft-Kreis,32.6,Nordrhein-Westfalen,NW
5362,200705362,2007,Rhein-Erft-Kreis,34.6,Nordrhein-Westfalen,NW
5362,201005362,2010,Rhein-Erft-Kreis,34.4,Nordrhein-Westfalen,NW
5362,201305362,2013,Rhein-Erft-Kreis,37.6,Nordrhein-Westfalen,NW
5362,201405362,2014,Rhein-Erft-Kreis,38.6,Nordrhein-Westfalen,NW
5366,199505366,1995,Kreis Euskirchen,31.6,Nordrhein-Westfalen,NW
5366,199805366,1998,Kreis Euskirchen,32.300000000000004,Nordrhein-Westfalen,NW
5366,200105366,2001,Kreis Euskirchen,33.7,Nordrhein-Westfalen,NW
5366,200405366,2004,Kreis Euskirchen,30.8,Nordrhein-Westfalen,NW
5366,200705366,2007,Kreis Euskirchen,30.900000000000002,Nordrhein-Westfalen,NW
5366,201005366,2010,Kreis Euskirchen,31.5,Nordrhein-Westfalen,NW
