,YearSchluessel,Year,Stadt-/Landkreis,Gesamtbetrag der Einkünfte je Steuerpflichtigen in Tsd. EUR,LAND_NAME,LAND_ABK
5370,199805370,1998,Kreis Heinsberg,31.3,Nordrhein-Westfalen,NW
5370,200105370,2001,Kreis Heinsberg,32.7,Nordrhein-Westfalen,NW
5370,200405370,2004,Kreis Heinsberg,30.0,Nordrhein-Westfalen,NW
5370,200705370,2007,Kreis Heinsberg,31.0,Nordrhein-Westfalen,NW
5370,201005370,2010,Kreis Heinsberg,30.8,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,33.7,Nordrhein-Westfalen,NW
5370,201405370,2014,Kreis Heinsberg,34.6,Nordrhein-Westfalen,NW
5374,199505374,1995,Oberbergischer Kreis,33.4,Nordrhein-Westfalen,NW
5374,199805374,1998,Oberbergischer Kreis,36.2,Nordrhein-Westfalen,NW
5374,200105374,2001,Oberbergischer Kreis,35.7,Nordrhein-Westfalen,NW
5374,200405374,2004,Oberbergischer Kreis,31.200000000000003,Nordrhein-Westfalen,NW
5374,200705374,2007,Oberbergischer Kreis,32.800000000000004,Nordrhein-Westfalen,NW
5374,201005374,2010,Oberbergischer Kreis,32.2,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,35.9,Nordrhein-Westfalen,NW
5374,201405374,2014,Oberbergischer Kreis,36.9,Nordrhein-Westfalen,NW
5378,199505378,1995,Rheinisch-Bergischer Kreis,37.9,Nordrhein-Westfalen,NW
5378,199805378,1998,Rheinisch-Bergischer Kreis,39.800000000000004,Nordrhein-Westfalen,NW
5378,200105378,2001,Rheinisch-Bergischer Kreis,42.0,Nordrhein-Westfalen,NW
5378,200405378,2004,Rheinisch-Bergischer Kreis,37.0,Nordrhein-Westfalen,NW
5378,200705378,2007,Rheinisch-Bergischer Kreis,39.400000000000006,Nordrhein-Westfalen,NW
5378,201005378,2010,Rheinisch-Bergischer Kreis,39.900000000000006,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,43.6,Nordrhein-Westfalen,NW
5378,201405378,2014,Rheinisch-Bergischer Kreis,44.900000000000006,Nordrhein-Westfalen,NW
5382,199505382,1995,Rhein-Sieg-Kreis,35.1,Nordrhein-Westfalen,NW
5382,199805382,1998,Rhein-Sieg-Kreis,37.4,Nordrhein-Westfalen,NW
5382,200105382,2001,Rhein-Sieg-Kreis,39.800000000000004,Nordrhein-Westfalen,NW
5382,200405382,2004,Rhein-Sieg-Kreis,34.6,Nordrhein-Westfalen,NW
5382,200705382,2007,Rhein-Sieg-Kreis,35.800000000000004,Nordrhein-Westfalen,NW
5382,201005382,2010,Rhein-Sieg-Kreis,36.4,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,39.800000000000004,Nordrhein-Westfalen,NW
5382,201405382,2014,Rhein-Sieg-Kreis,40.7,Nordrhein-Westfalen,NW
5512,199505512,1995,Bottrop,31.1,Nordrhein-Westfalen,NW
5512,199805512,1998,Bottrop,31.8,Nordrhein-Westfalen,NW
5512,200105512,2001,Bottrop,34.0,Nordrhein-Westfalen,NW
5512,200405512,2004,Bottrop,29.8,Nordrhein-Westfalen,NW
5512,200705512,2007,Bottrop,30.700000000000003,Nordrhein-Westfalen,NW
5512,201005512,2010,Bottrop,31.400000000000002,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,34.1,Nordrhein-Westfalen,NW
5512,201405512,2014,Bottrop,35.2,Nordrhein-Westfalen,NW
5513,199505513,1995,Gelsenkirchen,28.5,Nordrhein-Westfalen,NW
5513,199805513,1998,Gelsenkirchen,27.700000000000003,Nordrhein-Westfalen,NW
5513,200105513,2001,Gelsenkirchen,29.0,Nordrhein-Westfalen,NW
5513,200405513,2004,Gelsenkirchen,25.6,Nordrhein-Westfalen,NW
5513,200705513,2007,Gelsenkirchen,26.6,Nordrhein-Westfalen,NW
5513,201005513,2010,Gelsenkirchen,26.700000000000003,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,28.700000000000003,Nordrhein-Westfalen,NW
5513,201405513,2014,Gelsenkirchen,29.5,Nordrhein-Westfalen,NW
5515,199505515,1995,Münster,33.1,Nordrhein-Westfalen,NW
5515,199805515,1998,Münster,35.2,Nordrhein-Westfalen,NW
5515,200105515,2001,Münster,37.2,Nordrhein-Westfalen,NW
5515,200405515,2004,Münster,33.5,Nordrhein-Westfalen,NW
5515,200705515,2007,Münster,35.2,Nordrhein-Westfalen,NW
5515,201005515,2010,Münster,37.1,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,39.900000000000006,Nordrhein-Westfalen,NW
5515,201405515,2014,Münster,41.0,Nordrhein-Westfalen,NW
5554,199505554,1995,Kreis Borken,31.0,Nordrhein-Westfalen,NW
5554,199805554,1998,Kreis Borken,31.900000000000002,Nordrhein-Westfalen,NW
5554,200105554,2001,Kreis Borken,33.1,Nordrhein-Westfalen,NW
5554,200405554,2004,Kreis Borken,29.900000000000002,Nordrhein-Westfalen,NW
5554,200705554,2007,Kreis Borken,31.5,Nordrhein-Westfalen,NW
5554,201005554,2010,Kreis Borken,31.900000000000002,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,35.2,Nordrhein-Westfalen,NW
5554,201405554,2014,Kreis Borken,36.6,Nordrhein-Westfalen,NW
5558,199505558,1995,Kreis Coesfeld,31.900000000000002,Nordrhein-Westfalen,NW
5558,199805558,1998,Kreis Coesfeld,34.300000000000004,Nordrhein-Westfalen,NW
5558,200105558,2001,Kreis Coesfeld,35.7,Nordrhein-Westfalen,NW
5558,200405558,2004,Kreis Coesfeld,33.1,Nordrhein-Westfalen,NW
5558,200705558,2007,Kreis Coesfeld,34.2,Nordrhein-Westfalen,NW
5558,201005558,2010,Kreis Coesfeld,35.5,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,39.1,Nordrhein-Westfalen,NW
5558,201405558,2014,Kreis Coesfeld,40.400000000000006,Nordrhein-Westfalen,NW
5562,199505562,1995,Kreis Recklinghausen,30.8,Nordrhein-Westfalen,NW
5562,199805562,1998,Kreis Recklinghausen,31.6,Nordrhein-Westfalen,NW
5562,200105562,2001,Kreis Recklinghausen,33.9,Nordrhein-Westfalen,NW
5562,200405562,2004,Kreis Recklinghausen,29.6,Nordrhein-Westfalen,NW
5562,200705562,2007,Kreis Recklinghausen,30.700000000000003,Nordrhein-Westfalen,NW
5562,201005562,2010,Kreis Recklinghausen,30.900000000000002,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,33.9,Nordrhein-Westfalen,NW
5562,201405562,2014,Kreis Recklinghausen,34.7,Nordrhein-Westfalen,NW
5566,199505566,1995,Kreis Steinfurt,30.200000000000003,Nordrhein-Westfalen,NW
5566,199805566,1998,Kreis Steinfurt,31.900000000000002,Nordrhein-Westfalen,NW
5566,200105566,2001,Kreis Steinfurt,32.5,Nordrhein-Westfalen,NW
5566,200405566,2004,Kreis Steinfurt,29.700000000000003,Nordrhein-Westfalen,NW
5566,200705566,2007,Kreis Steinfurt,31.0,Nordrhein-Westfalen,NW
5566,201005566,2010,Kreis Steinfurt,31.3,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,35.2,Nordrhein-Westfalen,NW
5566,201405566,2014,Kreis Steinfurt,36.300000000000004,Nordrhein-Westfalen,NW
5570,199505570,1995,Kreis Warendorf,31.8,Nordrhein-Westfalen,NW
5570,199805570,1998,Kreis Warendorf,32.800000000000004,Nordrhein-Westfalen,NW
5570,200105570,2001,Kreis Warendorf,34.5,Nordrhein-Westfalen,NW
5570,200405570,2004,Kreis Warendorf,31.400000000000002,Nordrhein-Westfalen,NW
5570,200705570,2007,Kreis Warendorf,33.4,Nordrhein-Westfalen,NW
5570,201005570,2010,Kreis Warendorf,33.1,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,36.9,Nordrhein-Westfalen,NW
5570,201405570,2014,Kreis Warendorf,38.0,Nordrhein-Westfalen,NW
5711,199505711,1995,Bielefeld,31.900000000000002,Nordrhein-Westfalen,NW
5711,199805711,1998,Bielefeld,31.900000000000002,Nordrhein-Westfalen,NW
5711,200105711,2001,Bielefeld,33.6,Nordrhein-Westfalen,NW
5711,200405711,2004,Bielefeld,29.700000000000003,Nordrhein-Westfalen,NW
5711,200705711,2007,Bielefeld,30.400000000000002,Nordrhein-Westfalen,NW
5711,201005711,2010,Bielefeld,31.5,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,34.5,Nordrhein-Westfalen,NW
5711,201405711,2014,Bielefeld,36.5,Nordrhein-Westfalen,NW
5754,199505754,1995,Kreis Gütersloh,34.2,Nordrhein-Westfalen,NW
5754,199805754,1998,Kreis Gütersloh,35.1,Nordrhein-Westfalen,NW
5754,200105754,2001,Kreis Gütersloh,36.4,Nordrhein-Westfalen,NW
5754,200405754,2004,Kreis Gütersloh,32.6,Nordrhein-Westfalen,NW
5754,200705754,2007,Kreis Gütersloh,34.4,Nordrhein-Westfalen,NW
5754,201005754,2010,Kreis Gütersloh,34.300000000000004,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,38.2,Nordrhein-Westfalen,NW
5754,201405754,2014,Kreis Gütersloh,39.5,Nordrhein-Westfalen,NW
5758,199505758,1995,Kreis Herford,33.7,Nordrhein-Westfalen,NW
5758,199805758,1998,Kreis Herford,35.5,Nordrhein-Westfalen,NW
5758,200105758,2001,Kreis Herford,36.2,Nordrhein-Westfalen,NW
5758,200405758,2004,Kreis Herford,34.7,Nordrhein-Westfalen,NW
5758,200705758,2007,Kreis Herford,32.7,Nordrhein-Westfalen,NW
5758,201005758,2010,Kreis Herford,32.9,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,35.800000000000004,Nordrhein-Westfalen,NW
5758,201405758,2014,Kreis Herford,36.6,Nordrhein-Westfalen,NW
5762,199505762,1995,Kreis Höxter,28.900000000000002,Nordrhein-Westfalen,NW
5762,199805762,1998,Kreis Höxter,29.200000000000003,Nordrhein-Westfalen,NW
5762,200105762,2001,Kreis Höxter,30.3,Nordrhein-Westfalen,NW
5762,200405762,2004,Kreis Höxter,28.3,Nordrhein-Westfalen,NW
5762,200705762,2007,Kreis Höxter,29.0,Nordrhein-Westfalen,NW
5762,201005762,2010,Kreis Höxter,40.2,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,33.2,Nordrhein-Westfalen,NW
5762,201405762,2014,Kreis Höxter,34.6,Nordrhein-Westfalen,NW
5766,199505766,1995,Kreis Lippe,31.400000000000002,Nordrhein-Westfalen,NW
5766,199805766,1998,Kreis Lippe,32.5,Nordrhein-Westfalen,NW
5766,200105766,2001,Kreis Lippe,34.1,Nordrhein-Westfalen,NW
5766,200405766,2004,Kreis Lippe,30.8,Nordrhein-Westfalen,NW
5766,200705766,2007,Kreis Lippe,32.2,Nordrhein-Westfalen,NW
5766,201005766,2010,Kreis Lippe,32.9,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,36.0,Nordrhein-Westfalen,NW
5766,201405766,2014,Kreis Lippe,37.0,Nordrhein-Westfalen,NW
5770,199505770,1995,Kreis Minden-Lübbecke,32.2,Nordrhein-Westfalen,NW
5770,199805770,1998,Kreis Minden-Lübbecke,33.2,Nordrhein-Westfalen,NW
5770,200105770,2001,Kreis Minden-Lübbecke,35.0,Nordrhein-Westfalen,NW
5770,200405770,2004,Kreis Minden-Lübbecke,30.6,Nordrhein-Westfalen,NW
5770,200705770,2007,Kreis Minden-Lübbecke,31.700000000000003,Nordrhein-Westfalen,NW
5770,201005770,2010,Kreis Minden-Lübbecke,31.900000000000002,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,35.2,Nordrhein-Westfalen,NW
5770,201405770,2014,Kreis Minden-Lübbecke,36.4,Nordrhein-Westfalen,NW
5774,199505774,1995,Kreis Paderborn,31.200000000000003,Nordrhein-Westfalen,NW
5774,199805774,1998,Kreis Paderborn,32.2,Nordrhein-Westfalen,NW
5774,200105774,2001,Kreis Paderborn,34.1,Nordrhein-Westfalen,NW
5774,200405774,2004,Kreis Paderborn,30.6,Nordrhein-Westfalen,NW
5774,200705774,2007,Kreis Paderborn,31.900000000000002,Nordrhein-Westfalen,NW
5774,201005774,2010,Kreis Paderborn,32.800000000000004,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,36.2,Nordrhein-Westfalen,NW
5774,201405774,2014,Kreis Paderborn,37.6,Nordrhein-Westfalen,NW
5911,199505911,1995,Bochum,30.900000000000002,Nordrhein-Westfalen,NW
5911,199805911,1998,Bochum,32.2,Nordrhein-Westfalen,NW
5911,200105911,2001,Bochum,33.4,Nordrhein-Westfalen,NW
5911,200405911,2004,Bochum,28.3,Nordrhein-Westfalen,NW
5911,200705911,2007,Bochum,29.700000000000003,Nordrhein-Westfalen,NW
5911,201005911,2010,Bochum,30.200000000000003,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,32.800000000000004,Nordrhein-Westfalen,NW
5911,201405911,2014,Bochum,34.2,Nordrhein-Westfalen,NW
5913,199505913,1995,Dortmund,30.3,Nordrhein-Westfalen,NW
5913,199805913,1998,Dortmund,31.5,Nordrhein-Westfalen,NW
5913,200105913,2001,Dortmund,31.0,Nordrhein-Westfalen,NW
5913,200405913,2004,Dortmund,27.200000000000003,Nordrhein-Westfalen,NW
5913,200705913,2007,Dortmund,28.700000000000003,Nordrhein-Westfalen,NW
5913,201005913,2010,Dortmund,29.400000000000002,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,31.700000000000003,Nordrhein-Westfalen,NW
5913,201405913,2014,Dortmund,33.0,Nordrhein-Westfalen,NW
5914,199505914,1995,Hagen,30.900000000000002,Nordrhein-Westfalen,NW
5914,199805914,1998,Hagen,31.700000000000003,Nordrhein-Westfalen,NW
5914,200105914,2001,Hagen,32.4,Nordrhein-Westfalen,NW
5914,200405914,2004,Hagen,27.700000000000003,Nordrhein-Westfalen,NW
5914,200705914,2007,Hagen,29.1,Nordrhein-Westfalen,NW
5914,201005914,2010,Hagen,28.900000000000002,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,31.1,Nordrhein-Westfalen,NW
5914,201405914,2014,Hagen,32.2,Nordrhein-Westfalen,NW
5915,199505915,1995,Hamm,28.8,Nordrhein-Westfalen,NW
5915,199805915,1998,Hamm,28.700000000000003,Nordrhein-Westfalen,NW
5915,200105915,2001,Hamm,30.6,Nordrhein-Westfalen,NW
5915,200405915,2004,Hamm,27.3,Nordrhein-Westfalen,NW
5915,200705915,2007,Hamm,27.8,Nordrhein-Westfalen,NW
5915,201005915,2010,Hamm,28.0,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,30.700000000000003,Nordrhein-Westfalen,NW
5915,201405915,2014,Hamm,31.5,Nordrhein-Westfalen,NW
5916,199505916,1995,Herne,28.6,Nordrhein-Westfalen,NW
5916,199805916,1998,Herne,29.1,Nordrhein-Westfalen,NW
5916,200105916,2001,Herne,30.8,Nordrhein-Westfalen,NW
5916,200405916,2004,Herne,26.5,Nordrhein-Westfalen,NW
5916,200705916,2007,Herne,27.200000000000003,Nordrhein-Westfalen,NW
5916,201005916,2010,Herne,27.200000000000003,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,29.0,Nordrhein-Westfalen,NW
5916,201405916,2014,Herne,29.900000000000002,Nordrhein-Westfalen,NW
5954,199505954,1995,Ennepe-Ruhr-Kreis,34.0,Nordrhein-Westfalen,NW
5954,199805954,1998,Ennepe-Ruhr-Kreis,34.9,Nordrhein-Westfalen,NW
5954,200105954,2001,Ennepe-Ruhr-Kreis,35.2,Nordrhein-Westfalen,NW
5954,200405954,2004,Ennepe-Ruhr-Kreis,31.8,Nordrhein-Westfalen,NW
5954,200705954,2007,Ennepe-Ruhr-Kreis,34.300000000000004,Nordrhein-Westfalen,NW
5954,201005954,2010,Ennepe-Ruhr-Kreis,34.7,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,37.4,Nordrhein-Westfalen,NW
5954,201405954,2014,Ennepe-Ruhr-Kreis,38.800000000000004,Nordrhein-Westfalen,NW
5958,199505958,1995,Hochsauerlandkreis,31.0,Nordrhein-Westfalen,NW
5958,199805958,1998,Hochsauerlandkreis,31.900000000000002,Nordrhein-Westfalen,NW
5958,200105958,2001,Hochsauerlandkreis,32.7,Nordrhein-Westfalen,NW
5958,200405958,2004,Hochsauerlandkreis,30.3,Nordrhein-Westfalen,NW
5958,200705958,2007,Hochsauerlandkreis,31.400000000000002,Nordrhein-Westfalen,NW
5958,201005958,2010,Hochsauerlandkreis,32.1,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,35.800000000000004,Nordrhein-Westfalen,NW
5958,201405958,2014,Hochsauerlandkreis,36.9,Nordrhein-Westfalen,NW
5962,199505962,1995,Märkischer Kreis,33.7,Nordrhein-Westfalen,NW
5962,199805962,1998,Märkischer Kreis,36.1,Nordrhein-Westfalen,NW
5962,200105962,2001,Märkischer Kreis,35.9,Nordrhein-Westfalen,NW
5962,200405962,2004,Märkischer Kreis,32.4,Nordrhein-Westfalen,NW
5962,200705962,2007,Märkischer Kreis,33.9,Nordrhein-Westfalen,NW
5962,201005962,2010,Märkischer Kreis,34.0,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,36.7,Nordrhein-Westfalen,NW
5962,201405962,2014,Märkischer Kreis,38.1,Nordrhein-Westfalen,NW
5966,199505966,1995,Kreis Olpe,32.9,Nordrhein-Westfalen,NW
5966,199805966,1998,Kreis Olpe,35.5,Nordrhein-Westfalen,NW
5966,200105966,2001,Kreis Olpe,36.7,Nordrhein-Westfalen,NW
5966,200405966,2004,Kreis Olpe,34.4,Nordrhein-Westfalen,NW
5966,200705966,2007,Kreis Olpe,35.5,Nordrhein-Westfalen,NW
5966,201005966,2010,Kreis Olpe,37.1,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,40.0,Nordrhein-Westfalen,NW
5966,201405966,2014,Kreis Olpe,42.0,Nordrhein-Westfalen,NW
5970,199505970,1995,Kreis Siegen-Wittgenstein,32.1,Nordrhein-Westfalen,NW
5970,199805970,1998,Kreis Siegen-Wittgenstein,32.9,Nordrhein-Westfalen,NW
5970,200105970,2001,Kreis Siegen-Wittgenstein,34.4,Nordrhein-Westfalen,NW
5970,200405970,2004,Kreis Siegen-Wittgenstein,30.700000000000003,Nordrhein-Westfalen,NW
5970,200705970,2007,Kreis Siegen-Wittgenstein,33.1,Nordrhein-Westfalen,NW
5970,201005970,2010,Kreis Siegen-Wittgenstein,33.7,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,36.7,Nordrhein-Westfalen,NW
5970,201405970,2014,Kreis Siegen-Wittgenstein,37.9,Nordrhein-Westfalen,NW
5974,199505974,1995,Kreis Soest,33.5,Nordrhein-Westfalen,NW
5974,199805974,1998,Kreis Soest,32.2,Nordrhein-Westfalen,NW
5974,200105974,2001,Kreis Soest,33.5,Nordrhein-Westfalen,NW
5974,200405974,2004,Kreis Soest,29.900000000000002,Nordrhein-Westfalen,NW
5974,200705974,2007,Kreis Soest,31.700000000000003,Nordrhein-Westfalen,NW
5974,201005974,2010,Kreis Soest,32.4,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,36.300000000000004,Nordrhein-Westfalen,NW
5974,201405974,2014,Kreis Soest,37.7,Nordrhein-Westfalen,NW
5978,199505978,1995,Kreis Unna,31.400000000000002,Nordrhein-Westfalen,NW
5978,199805978,1998,Kreis Unna,31.700000000000003,Nordrhein-Westfalen,NW
5978,200105978,2001,Kreis Unna,32.9,Nordrhein-Westfalen,NW
5978,200405978,2004,Kreis Unna,29.400000000000002,Nordrhein-Westfalen,NW
5978,200705978,2007,Kreis Unna,30.6,Nordrhein-Westfalen,NW
5978,201005978,2010,Kreis Unna,30.900000000000002,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,33.7,Nordrhein-Westfalen,NW
5978,201405978,2014,Kreis Unna,34.7,Nordrhein-Westfalen,NW
6411,199506411,1995,Darmstadt,32.1,Hessen,HE
6411,199806411,1998,Darmstadt,34.9,Hessen,HE
6411,200106411,2001,Darmstadt,37.0,Hessen,HE
6411,200406411,2004,Darmstadt,33.2,Hessen,HE
6411,200706411,2007,Darmstadt,35.9,Hessen,HE
6411,201006411,2010,Darmstadt,35.6,Hessen,HE
6411,201306411,2013,Darmstadt,39.1,Hessen,HE
6411,201406411,2014,Darmstadt,39.5,Hessen,HE
6412,199506412,1995,Frankfurt (Main),32.7,Hessen,HE
6412,199806412,1998,Frankfurt (Main),36.7,Hessen,HE
6412,200106412,2001,Frankfurt (Main),41.5,Hessen,HE
6412,200406412,2004,Frankfurt (Main),35.800000000000004,Hessen,HE
6412,200706412,2007,Frankfurt (Main),39.6,Hessen,HE
6412,201006412,2010,Frankfurt (Main),39.300000000000004,Hessen,HE
6412,201306412,2013,Frankfurt (Main),42.7,Hessen,HE
6412,201406412,2014,Frankfurt (Main),44.2,Hessen,HE
6413,199506413,1995,Offenbach am Main,30.1,Hessen,HE
6413,199806413,1998,Offenbach am Main,31.8,Hessen,HE
6413,200106413,2001,Offenbach am Main,32.5,Hessen,HE
6413,200406413,2004,Offenbach am Main,28.1,Hessen,HE
6413,200706413,2007,Offenbach am Main,28.3,Hessen,HE
6413,201006413,2010,Offenbach am Main,27.700000000000003,Hessen,HE
6413,201306413,2013,Offenbach am Main,29.1,Hessen,HE
6413,201406413,2014,Offenbach am Main,29.700000000000003,Hessen,HE
6414,199506414,1995,Wiesbaden,34.300000000000004,Hessen,HE
6414,199806414,1998,Wiesbaden,37.6,Hessen,HE
6414,200106414,2001,Wiesbaden,40.0,Hessen,HE
6414,200406414,2004,Wiesbaden,34.5,Hessen,HE
6414,200706414,2007,Wiesbaden,36.5,Hessen,HE
6414,201006414,2010,Wiesbaden,36.5,Hessen,HE
6414,201306414,2013,Wiesbaden,40.2,Hessen,HE
6414,201406414,2014,Wiesbaden,41.300000000000004,Hessen,HE
6431,199506431,1995,Landkreis Bergstrasse,32.4,Hessen,HE
6431,199806431,1998,Landkreis Bergstrasse,33.9,Hessen,HE
6431,200106431,2001,Landkreis Bergstrasse,36.300000000000004,Hessen,HE
6431,200406431,2004,Landkreis Bergstrasse,32.0,Hessen,HE
6431,200706431,2007,Landkreis Bergstrasse,34.2,Hessen,HE
6431,201006431,2010,Landkreis Bergstrasse,34.7,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,38.5,Hessen,HE
6431,201406431,2014,Landkreis Bergstrasse,39.2,Hessen,HE
6432,199506432,1995,Landkreis Darmstadt-Dieburg,33.7,Hessen,HE
6432,199806432,1998,Landkreis Darmstadt-Dieburg,35.9,Hessen,HE
6432,200106432,2001,Landkreis Darmstadt-Dieburg,38.0,Hessen,HE
6432,200406432,2004,Landkreis Darmstadt-Dieburg,34.2,Hessen,HE
6432,200706432,2007,Landkreis Darmstadt-Dieburg,35.6,Hessen,HE
6432,201006432,2010,Landkreis Darmstadt-Dieburg,36.2,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,39.6,Hessen,HE
6432,201406432,2014,Landkreis Darmstadt-Dieburg,41.0,Hessen,HE
6433,199506433,1995,Landkreis Groß-Gerau,32.800000000000004,Hessen,HE
6433,199806433,1998,Landkreis Groß-Gerau,33.300000000000004,Hessen,HE
6433,200106433,2001,Landkreis Groß-Gerau,35.800000000000004,Hessen,HE
6433,200406433,2004,Landkreis Groß-Gerau,31.700000000000003,Hessen,HE
6433,200706433,2007,Landkreis Groß-Gerau,32.0,Hessen,HE
6433,201006433,2010,Landkreis Groß-Gerau,32.0,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,35.4,Hessen,HE
6433,201406433,2014,Landkreis Groß-Gerau,36.2,Hessen,HE
6434,199506434,1995,Hochtaunuskreis,45.400000000000006,Hessen,HE
6434,199806434,1998,Hochtaunuskreis,51.900000000000006,Hessen,HE
6434,200106434,2001,Hochtaunuskreis,60.900000000000006,Hessen,HE
6434,200406434,2004,Hochtaunuskreis,49.800000000000004,Hessen,HE
6434,200706434,2007,Hochtaunuskreis,57.2,Hessen,HE
6434,201006434,2010,Hochtaunuskreis,53.5,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,58.6,Hessen,HE
6434,201406434,2014,Hochtaunuskreis,63.6,Hessen,HE
6435,199506435,1995,Main-Kinzig-Kreis,32.5,Hessen,HE
6435,199806435,1998,Main-Kinzig-Kreis,34.1,Hessen,HE
6435,200106435,2001,Main-Kinzig-Kreis,36.2,Hessen,HE
6435,200406435,2004,Main-Kinzig-Kreis,31.400000000000002,Hessen,HE
6435,200706435,2007,Main-Kinzig-Kreis,32.5,Hessen,HE
6435,201006435,2010,Main-Kinzig-Kreis,33.2,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,36.9,Hessen,HE
6435,201406435,2014,Main-Kinzig-Kreis,37.800000000000004,Hessen,HE
6436,199506436,1995,Main-Taunus-Kreis,39.300000000000004,Hessen,HE
6436,199806436,1998,Main-Taunus-Kreis,44.0,Hessen,HE
6436,200106436,2001,Main-Taunus-Kreis,48.300000000000004,Hessen,HE
6436,200406436,2004,Main-Taunus-Kreis,42.2,Hessen,HE
6436,200706436,2007,Main-Taunus-Kreis,45.900000000000006,Hessen,HE
6436,201006436,2010,Main-Taunus-Kreis,45.5,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,49.900000000000006,Hessen,HE
6436,201406436,2014,Main-Taunus-Kreis,50.900000000000006,Hessen,HE
6437,199506437,1995,Odenwaldkreis,29.1,Hessen,HE
6437,199806437,1998,Odenwaldkreis,31.200000000000003,Hessen,HE
6437,200106437,2001,Odenwaldkreis,31.8,Hessen,HE
6437,200406437,2004,Odenwaldkreis,28.400000000000002,Hessen,HE
6437,200706437,2007,Odenwaldkreis,29.0,Hessen,HE
6437,201006437,2010,Odenwaldkreis,29.200000000000003,Hessen,HE
6437,201306437,2013,Odenwaldkreis,32.300000000000004,Hessen,HE
6437,201406437,2014,Odenwaldkreis,35.0,Hessen,HE
6438,199506438,1995,Landkreis Offenbach,36.2,Hessen,HE
6438,199806438,1998,Landkreis Offenbach,40.800000000000004,Hessen,HE
6438,200106438,2001,Landkreis Offenbach,41.900000000000006,Hessen,HE
6438,200406438,2004,Landkreis Offenbach,35.2,Hessen,HE
6438,200706438,2007,Landkreis Offenbach,37.5,Hessen,HE
6438,201006438,2010,Landkreis Offenbach,37.300000000000004,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,40.300000000000004,Hessen,HE
6438,201406438,2014,Landkreis Offenbach,41.300000000000004,Hessen,HE
6439,199506439,1995,Rheingau-Taunus-Kreis,34.800000000000004,Hessen,HE
6439,199806439,1998,Rheingau-Taunus-Kreis,38.300000000000004,Hessen,HE
6439,200106439,2001,Rheingau-Taunus-Kreis,40.400000000000006,Hessen,HE
6439,200406439,2004,Rheingau-Taunus-Kreis,35.4,Hessen,HE
6439,200706439,2007,Rheingau-Taunus-Kreis,37.7,Hessen,HE
6439,201006439,2010,Rheingau-Taunus-Kreis,38.6,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,42.300000000000004,Hessen,HE
6439,201406439,2014,Rheingau-Taunus-Kreis,43.6,Hessen,HE
6440,199506440,1995,Wetteraukreis,33.0,Hessen,HE
6440,199806440,1998,Wetteraukreis,35.0,Hessen,HE
6440,200106440,2001,Wetteraukreis,37.5,Hessen,HE
6440,200406440,2004,Wetteraukreis,33.6,Hessen,HE
6440,200706440,2007,Wetteraukreis,35.6,Hessen,HE
